gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,No,No,No,52,Yes,No,No,No,No,No,No,No,Yes,One year,No,Mailed check,20.649999618530273,1022.9500122070312,False
Male,No,No,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer,106.69999694824219,7382.25,False
Female,No,Yes,Yes,10,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card,55.20000076293945,528.3499755859375,True
Female,No,No,No,21,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,90.05000305175781,1862.9000244140625,False
Male,Yes,No,No,1,No,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,39.650001525878906,39.650001525878906,True
Male,No,Yes,No,12,Yes,No,No,No,No,No,No,No,Yes,One year,No,Bank transfer,19.799999237060547,202.25,False
Male,No,No,No,1,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,20.149999618530273,20.149999618530273,True
Female,No,Yes,No,58,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Credit card,59.900001525878906,3505.10009765625,False
Male,No,Yes,Yes,49,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card,59.599998474121094,2970.300048828125,False
Female,No,No,No,30,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,55.29999923706055,1530.5999755859375,False
Male,No,Yes,Yes,47,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.3499984741211,4749.14990234375,True
Male,No,Yes,Yes,1,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,30.200000762939453,30.200000762939453,True
Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card,90.25,6369.4501953125,False
Female,No,No,Yes,17,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,64.69999694824219,1093.0999755859375,True
Female,Yes,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card,96.3499984741211,6766.9501953125,False
Male,Yes,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,95.5,181.64999389648438,False
Female,No,Yes,Yes,27,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,66.1500015258789,1874.449951171875,False
Male,No,No,No,1,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer,20.200000762939453,20.200000762939453,False
Male,Yes,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer,45.25,45.25,False
Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer,99.9000015258789,7251.7001953125,False
Male,No,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.69999694824219,316.8999938964844,True
Female,No,No,No,46,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card,74.80000305175781,3548.300048828125,False
Male,No,No,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.3499984741211,3549.25,True
Female,No,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,97.8499984741211,1105.4000244140625,True
Male,No,Yes,Yes,10,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,49.54999923706055,475.70001220703125,False
Female,No,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card,69.19999694824219,4872.35009765625,False
Female,No,Yes,Yes,17,Yes,No,No,No,No,No,No,No,Yes,One year,No,Mailed check,20.75,418.25,False
Female,No,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card,79.8499984741211,4861.4501953125,False
Female,No,Yes,No,13,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,76.19999694824219,981.4500122070312,False
Female,No,No,No,49,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.5,3906.699951171875,False
Male,No,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.25,97.0,False
Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.6500015258789,144.14999389648438,True
Male,No,No,No,52,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card,79.75,4217.7998046875,False
Female,No,Yes,Yes,69,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card,64.1500015258789,4254.10009765625,False
Female,Yes,No,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.25,3838.75,False
Female,No,No,No,15,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card,99.0999984741211,1426.4000244140625,True
Female,Yes,Yes,No,25,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card,69.5,1752.6500244140625,False
Female,Yes,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card,80.6500015258789,633.2999877929688,True
Female,Yes,Yes,Yes,60,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card,74.8499984741211,4456.35009765625,False
Male,Yes,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.44999694824219,1752.550048828125,True
Female,No,Yes,Yes,63,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card,99.6500015258789,6311.2001953125,False
Male,Yes,Yes,Yes,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,108.44999694824219,7076.35009765625,False
Female,No,Yes,Yes,34,Yes,Yes,No,No,No,No,No,No,Yes,Two year,No,Credit card,24.950000762939453,894.2999877929688,False
Female,No,No,No,72,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card,107.5,7853.7001953125,False
Female,No,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5,4707.10009765625,False
Male,No,No,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer,89.9000015258789,5450.7001953125,False
Male,No,Yes,No,72,No,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer,42.099998474121094,2962.0,False
Female,No,Yes,Yes,18,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card,54.400001525878906,957.0999755859375,False
Female,No,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.4000015258789,857.25,True
Female,No,No,No,3,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,75.30000305175781,244.10000610351562,False
Male,No,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,78.9000015258789,3650.35009765625,False
Female,No,No,No,31,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,79.19999694824219,2497.199951171875,False
Female,No,Yes,Yes,50,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Bank transfer,20.149999618530273,930.9000244140625,False
Male,No,No,No,10,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.8499984741211,887.3499755859375,False
Male,No,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,49.04999923706055,49.04999923706055,False
Female,No,Yes,Yes,52,Yes,No,No,No,No,No,No,No,Yes,One year,Yes,Electronic check,20.399999618530273,1090.6500244140625,False
Male,Yes,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer,111.5999984741211,7099.0,False
Male,No,Yes,Yes,62,Yes,Yes,No,No,No,No,No,No,Yes,Two year,Yes,Bank transfer,24.25,1424.5999755859375,False
Female,No,No,Yes,3,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,64.5,177.39999389648438,False
Female,Yes,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,110.5,6139.5,False
Female,No,No,No,46,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card,55.650001525878906,2688.85009765625,False
Female,No,Yes,Yes,8,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.650001525878906,482.25,False
Male,Yes,No,No,30,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.75,2111.300048828125,False
Female,No,Yes,Yes,45,Yes,Yes,No,No,No,No,No,No,Yes,One year,Yes,Credit card,25.899999618530273,1216.5999755859375,False
Female,No,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.3499984741211,79.3499984741211,True
Female,No,Yes,Yes,11,No,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,50.54999923706055,565.3499755859375,False
Female,No,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,75.1500015258789,496.8999938964844,True
Female,No,No,No,42,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,103.80000305175781,4327.5,False
Female,No,Yes,No,49,Yes,No,No,No,No,No,No,No,Yes,Two year,Yes,Bank transfer,20.149999618530273,973.3499755859375,False
Male,No,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card,99.30000305175781,918.75,False
Female,No,Yes,No,35,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer,62.150001525878906,2215.449951171875,False
Female,No,Yes,Yes,48,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Bank transfer,20.649999618530273,1057.0,False
Female,No,Yes,Yes,46,Yes,No,No,No,No,No,No,No,Yes,Two year,Yes,Mailed check,19.950000762939453,927.0999755859375,False
Male,No,Yes,No,29,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,33.75,1009.25,False
Male,No,Yes,Yes,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer,82.05000305175781,2570.199951171875,False
Male,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,74.69999694824219,74.69999694824219,False
Male,No,Yes,Yes,66,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,84.0,5714.25,False
Female,No,No,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,111.05000305175781,7107.0,False
Male,No,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer,100.9000015258789,7459.0498046875,False
Female,No,No,No,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.94999694824219,927.3499755859375,True
Male,No,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card,66.8499984741211,4748.7001953125,False
Male,No,No,No,5,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,21.049999237060547,113.8499984741211,True
Male,No,No,No,52,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Bank transfer,21.0,1107.199951171875,False
Female,Yes,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,2514.5,True
Male,No,No,No,1,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,20.200000762939453,20.200000762939453,False
Female,No,Yes,Yes,1,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,19.450000762939453,19.450000762939453,False
Male,No,No,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer,95.0,3605.60009765625,False
Female,Yes,Yes,No,66,No,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer,45.54999923706055,3027.25,False
Male,No,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer,110.0,7611.85009765625,True
Male,No,No,No,5,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.299999237060547,100.19999694824219,False
Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,104.1500015258789,7303.0498046875,False
Female,No,No,No,32,No,No,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,30.149999618530273,927.6500244140625,False
Male,No,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,94.3499984741211,3921.300048828125,False
Male,No,Yes,Yes,72,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Credit card,19.399999618530273,1363.25,False
Male,No,Yes,No,55,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.75,5238.89990234375,True
Female,No,No,No,52,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card,57.95000076293945,3042.25,False
Female,No,No,No,43,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.6500015258789,3954.10009765625,False
Female,Yes,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,2868.14990234375,True
Female,No,Yes,Yes,64,No,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,54.599998474121094,3423.5,False
Male,No,Yes,Yes,3,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,89.8499984741211,248.39999389648438,False
Female,No,No,No,36,No,No,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer,31.049999237060547,1126.3499755859375,False
Female,No,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,1064.6500244140625,True
Female,No,No,No,41,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Mailed check,20.649999618530273,835.1500244140625,False
Male,No,Yes,Yes,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card,85.19999694824219,2151.60009765625,False
Female,No,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card,99.80000305175781,5515.4501953125,False
Female,No,No,No,6,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,20.700000762939453,112.75,False
Male,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4000015258789,229.5500030517578,True
Female,No,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.70000076293945,350.3500061035156,False
Female,No,Yes,Yes,4,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,20.850000381469727,62.900001525878906,False
Male,No,No,No,33,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,88.94999694824219,3027.64990234375,False
Female,Yes,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05000305175781,2135.5,True
Male,No,Yes,No,72,Yes,Yes,No,No,No,No,No,No,Yes,Two year,Yes,Bank transfer,23.549999237060547,1723.949951171875,False
Male,No,No,No,1,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,19.75,19.75,False
Male,Yes,No,No,71,No,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,56.45000076293945,3985.35009765625,False
Female,No,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.94999694824219,1215.6500244140625,False
Female,No,Yes,Yes,25,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,58.599998474121094,1502.6500244140625,True
Male,No,No,No,67,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer,50.54999923706055,3260.10009765625,False
Male,No,No,No,1,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.45000076293945,35.45000076293945,True
Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.349998474121094,81.25,True
Female,No,No,No,43,Yes,Yes,No,No,No,No,No,No,Yes,Two year,Yes,Credit card,25.700000762939453,1188.199951171875,False
Female,No,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer,75.0,1778.5,False
Female,No,Yes,Yes,64,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Mailed check,20.200000762939453,1277.75,False
Male,No,No,Yes,57,Yes,No,No,No,No,No,No,No,Yes,Two year,Yes,Mailed check,19.600000381469727,1170.550048828125,False
Female,Yes,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.44999694824219,70.44999694824219,True
Female,Yes,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card,88.05000305175781,6425.64990234375,False
Female,No,No,No,8,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.1500015258789,563.6500244140625,True
Female,No,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer,101.05000305175781,5971.25,False
Male,No,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card,84.30000305175781,5289.0498046875,False
Male,Yes,Yes,No,71,Yes,Yes,No,No,No,No,No,No,Yes,Two year,No,Bank transfer,23.950000762939453,1756.199951171875,False
Female,No,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card,99.05000305175781,6416.7001953125,False
Male,No,No,No,3,Yes,No,No,No,No,No,No,No,Yes,One year,No,Mailed check,19.600000381469727,61.349998474121094,False
Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.650001525878906,45.650001525878906,True
Male,No,No,Yes,30,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card,64.5,1929.949951171875,False
Male,No,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.5,1071.4000244140625,False
Female,No,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.55000305175781,564.3499755859375,False
Male,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.0,655.5,True
Female,No,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card,108.1500015258789,7930.5498046875,False
Male,No,Yes,Yes,62,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,86.0999984741211,5215.25,False
Female,No,Yes,Yes,6,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,19.700000762939453,113.5,False
Female,No,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,80.9000015258789,1152.800048828125,False
Female,No,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,84.1500015258789,1821.949951171875,False
Male,No,Yes,Yes,22,Yes,No,No,No,No,No,No,No,Yes,One year,No,Mailed check,20.149999618530273,419.8999938964844,False
Male,No,Yes,Yes,16,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,64.25,1024.0,False
Male,No,No,No,10,Yes,Yes,No,No,No,No,No,No,Yes,Two year,No,Bank transfer,25.700000762939453,251.60000610351562,False
Female,No,No,Yes,13,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56.0,764.5499877929688,False
Female,No,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4000015258789,1592.3499755859375,True
Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.69999694824219,135.1999969482422,False
Male,No,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer,73.9000015258789,3958.25,False
Female,No,Yes,Yes,11,Yes,No,No,No,No,No,No,No,Yes,One year,No,Mailed check,20.600000381469727,233.89999389648438,False
Male,No,Yes,No,69,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Mailed check,19.899999618530273,1363.449951171875,False
Female,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,70.9000015258789,273.0,True
Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer,89.05000305175781,6254.4501953125,False
Male,Yes,Yes,No,58,No,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.29999923706055,2651.199951171875,True
Female,No,Yes,Yes,16,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,20.399999618530273,321.3999938964844,False
Male,No,Yes,No,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer,84.25,3539.25,False
Female,No,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.4000015258789,242.8000030517578,True
Male,No,Yes,No,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.94999694824219,1181.75,False
Female,No,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer,94.8499984741211,5000.2001953125,True
Female,No,No,No,32,Yes,No,No,No,No,No,No,No,Yes,One year,No,Bank transfer,20.549999237060547,654.5499877929688,False
Female,No,Yes,No,34,Yes,Yes,No,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,24.700000762939453,780.2000122070312,False
Female,Yes,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.44999694824219,1145.699951171875,True
Female,Yes,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer,76.44999694824219,503.6000061035156,True
Female,No,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,105.3499984741211,1559.25,False
Male,No,Yes,No,61,Yes,No,No,No,No,No,No,No,Yes,One year,Yes,Credit card,20.549999237060547,1252.0,False
Female,No,No,No,1,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer,29.950000762939453,29.950000762939453,True
Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.29999923706055,45.29999923706055,False
Male,No,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer,84.5,662.6500244140625,True
Male,No,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card,74.75,2453.300048828125,False
Female,No,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.25,1111.6500244140625,True
Female,No,Yes,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.799999237060547,24.799999237060547,True
Male,No,No,No,20,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.79999923706055,1023.8499755859375,False
Male,No,No,No,3,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.399999618530273,82.1500015258789,False
Female,No,No,No,13,Yes,No,No,No,No,No,No,No,Yes,One year,No,Electronic check,19.649999618530273,244.8000030517578,False
Female,No,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card,56.599998474121094,2379.10009765625,False
